source_protein_name	source_domain	source_uniprot	bp_protein_name	bp_uniprot	bp_domain	PDB
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	1t5x
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	1ymm
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	2fse
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	2g9h
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	2iam
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	2ian
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	2icw
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	2ipk
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	2oje
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	2seb
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	2wbj
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	2xn9
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	3l6f
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	3o6f
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	3pdo
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	3pgc
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	3pgd
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	3qxa
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	3qxd
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	3s4s
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	3s5l
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	3t0e
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	4aen
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	4c56
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	4e41
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	4fqx
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	4i5b
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	4is6
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	4mcy
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	4mcz
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	4md0
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	4md4
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	4md5
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	4mdi
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	4mdj
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	4ov5
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	4x5w
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	4x5x
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	4y19
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	4y1a
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	5jlz
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	5lax
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	5ni9
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	5nig
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	5v4m
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	5v4n
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	6bij
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	6bil
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	6bin
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	6bir
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	6biv
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	6bix
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	6cpl
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	6cpn
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	6cpo
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	6cqj
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	6cql
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	6cqn
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	6cqq
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	6cqr
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DR alpha chain	p01903	NA	6hby
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DRB1-15 beta chain	p01911	MHC_II_beta	1bx2
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DRB1-15 beta chain	p01911	MHC_II_beta	1dlh
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	HLA class II histocompatibility antigen, DRB1-15 beta chain	p01911	MHC_II_beta	1seb
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Hemagglutinin	a8cdu0	NA	2ipk
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Hemagglutinin	p03437	NA	1fyt
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Hemagglutinin	p03437	NA	1j8h
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Hemagglutinin	p03437	NA	1kg0
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Hemagglutinin	p03437	NA	1pyw
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Hemagglutinin	p03437	NA	3s4s
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Hemagglutinin	p03437	NA	4c56
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Hemagglutinin	p04664	NA	1dlh
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Hemagglutinin	p04664	NA	2g9h
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Hemagglutinin	p11133	NA	1r5i
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Hemagglutinin	q03909	NA	1hxy
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Hemagglutinin	q03909	NA	2xn9
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Hemagglutinin	q91ls8	NA	2oje
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Hemagglutinin peptide		NA	1lo5
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	INHIBITOR		NA	1d5m
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Insulin	p01308	NA	4y19
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Insulin	p01308	NA	4y1a
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Melanocyte protein PMEL	p40967	NA	4is6
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Melanoma antigen recognized by T-cells 1	q16655	NA	3l6f
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Mycoplasma arthritidis mitogen	q48898	NA	2icw
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Myelin basic protein	p02686	NA	1bx2
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Myelin basic protein	p02686	NA	1ymm
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	OB TCR		IgV_TCR_alpha	2wbj
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	OB TCR		IgV_TCR_beta	2wbj
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	OB TCR		NA	2wbj
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	PEPTIDOMIMETIC INHIBITOR		NA	1d6e
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	PROTEIN (PEPTIDOMIMETIC INHIBITOR)		NA	1d5z
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Regulatory protein MIG1	p27705	NA	1t5w
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Regulatory protein MIG1	p27705	NA	1t5x
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Superantigen	q48898	NA	2oje
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Synthetic peptide		NA	4fqx
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	T cell receptor G4 alpha chain		IgV_TCR_alpha	4e41
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	T cell receptor G4 beta chain		IgV_TCR_beta	4e41
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	T cell receptor alpha constant	p01848	IgV_TCR_alpha	1fyt
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	T cell receptor alpha constant	p01848	IgV_TCR_alpha	1j8h
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	T cell receptor alpha constant	p01848	IgV_TCR_alpha	1ymm
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	T cell receptor alpha constant	p01848	IgV_TCR_alpha	2iam
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	T cell receptor alpha constant	p01848	IgV_TCR_alpha	2ian
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	T cell receptor alpha constant	p01848	IgV_TCR_alpha	3o6f
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	T cell receptor alpha constant	p01848	IgV_TCR_alpha	3t0e
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	T cell receptor alpha constant	p01848	IgV_TCR_alpha	4c56
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	T cell receptor alpha variable 24	a0a0b4j272	IgV_TCR_alpha	6cql
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	T cell receptor alpha variable 24	a0a0b4j272	IgV_TCR_alpha	6cqn
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	T cell receptor alpha variable 24	a0a0b4j272	IgV_TCR_alpha	6cqq
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	T cell receptor alpha variable 24	a0a0b4j272	IgV_TCR_alpha	6cqr
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	T cell receptor beta constant 1	p01850	IgV_TCR_beta	1fyt
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	T cell receptor beta constant 1	p01850	IgV_TCR_beta	1j8h
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	T cell receptor beta constant 1	p01850	IgV_TCR_beta	1ymm
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	T cell receptor beta constant 1	p01850	NA	2iam
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	T cell receptor beta constant 1	p01850	NA	2ian
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	T cell receptor beta constant 2	a0a5b9	IgV_TCR_beta	3o6f
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	T cell receptor beta constant 2	a0a5b9	IgV_TCR_beta	3t0e
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	T cell receptor beta constant 2	a0a5b9	IgV_TCR_beta	6cql
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	T cell receptor beta constant 2	a0a5b9	IgV_TCR_beta	6cqq
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	T cell receptor beta constant 2	a0a5b9	IgV_TCR_beta	6cqr
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	T-cell surface glycoprotein CD4	p01730	Ig1_CD4	3s4s
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	T-cell surface glycoprotein CD4	p01730	Ig1_CD4	3s5l
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	T-cell surface glycoprotein CD4	p01730	Ig1_CD4	3t0e
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Triosephosphate isomerase	p60174	NA	1klg
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Triosephosphate isomerase	p60174	NA	1klu
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Triosephosphate isomerase	p60174	NA	2iam
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Triosephosphate isomerase	p60174	NA	2ian
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Triosephosphate isomerase	p60174	NA	4e41
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Trophoblast glycoprotein	q13641	NA	6hby
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Vimentin	p08670	NA	4mcy
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Vimentin	p08670	NA	4mcz
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Vimentin	p08670	NA	4md0
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Vimentin	p08670	NA	4md5
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Vimentin	p08670	NA	4mdi
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Vimentin	p08670	NA	4mdj
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	Vimentin	p08670	NA	6bir
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	extracellular enterotoxin type I	q52t95	NA	2g9h
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	haemagglutinin peptide		NA	2icw
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	superantigen	q48898	NA	1r5i
HLA class II histocompatibility antigen, DRB1-15 beta chain	NA	p01911	truncated hemagglutinin peptide		NA	4i5b
Hepatoma-derived growth factor-related protein 3	HDGF_related	q9y3e1	Hepatoma-derived growth factor-related protein 3	q9y3e1	HDGF_related	6iiq
